name,episode,link,pic,season,genre,rank
Fandou Dou,26,https://myanimelist.net/anime/46279/Fandou_Dou,https://cdn.myanimelist.net/images/anime/1960/115490.jpg,OVA ONA SPECIAL,Kids,14935
GG Dou 2nd Season,26,https://myanimelist.net/anime/49116/GG_Dou_2nd_Season,https://cdn.myanimelist.net/images/anime/1702/115534.jpg,OVA ONA SPECIAL,Kids,15108
Jimao Xin,12,https://myanimelist.net/anime/47070/Jimao_Xin,https://cdn.myanimelist.net/images/anime/1656/115514.jpg,OVA ONA SPECIAL,Kids,15685
Jin Huli He Fen Fenghuang,30,https://myanimelist.net/anime/46295/Jin_Huli_He_Fen_Fenghuang,https://cdn.myanimelist.net/images/anime/1501/115492.jpg,OVA ONA SPECIAL,Kids,15688
Kuaile Meng Duo Duo,104,https://myanimelist.net/anime/46695/Kuaile_Meng_Duo_Duo,https://cdn.myanimelist.net/images/anime/1296/115508.jpg,OVA ONA SPECIAL,Kids,16175
Nono Senlin,104,https://myanimelist.net/anime/45915/Nono_Senlin,https://cdn.myanimelist.net/images/anime/1097/115351.jpg,OVA ONA SPECIAL,Kids,12103
Rubi Yoyo 3,104,https://myanimelist.net/anime/45662/Rubi_Yoyo_3,https://cdn.myanimelist.net/images/anime/1154/115313.jpg,OVA ONA SPECIAL,Kids,12630
Shuimu Donghua Xuetang,420,https://myanimelist.net/anime/45537/Shuimu_Donghua_Xuetang,https://cdn.myanimelist.net/images/anime/1422/115211.jpg,OVA ONA SPECIAL,Kids,12962
Zhongguo Xiongmao,156,https://myanimelist.net/anime/46316/Zhongguo_Xiongmao,https://cdn.myanimelist.net/images/anime/1167/115499.jpg,OVA ONA SPECIAL,Kids,14089
Zhonghua Dizi Gui,60,https://myanimelist.net/anime/45688/Zhonghua_Dizi_Gui,https://cdn.myanimelist.net/images/anime/1085/115348.jpg,OVA ONA SPECIAL,Kids,14090
Zhonghua Dizi Gui 2nd Season,120,https://myanimelist.net/anime/47058/Zhonghua_Dizi_Gui_2nd_Season,https://cdn.myanimelist.net/images/anime/1399/115513.jpg,OVA ONA SPECIAL,Kids,14091
Bingxue Dong Aocun,26,https://myanimelist.net/anime/45703/Bingxue_Dong_Aocun,https://cdn.myanimelist.net/images/anime/1687/115333.jpg,OVA ONA SPECIAL,Kids,14424
Boriwa Jjagu,1,https://myanimelist.net/anime/48224/Boriwa_Jjagu,https://cdn.myanimelist.net/images/anime/1305/115557.jpg,OVA ONA SPECIAL,Kids,14473
Cao Jingling,52,https://myanimelist.net/anime/47267/Cao_Jingling,https://cdn.myanimelist.net/images/anime/1323/115574.jpg,OVA ONA SPECIAL,Kids,14518
Chengzi Gushi,12,https://myanimelist.net/anime/46698/Chengzi_Gushi,https://cdn.myanimelist.net/images/anime/1929/115507.jpg,OVA ONA SPECIAL,Kids,14568
Chuanyue Yunnan Sanqiannian: Yun Xiao Zhi Man Youji,10,https://myanimelist.net/anime/48110/Chuanyue_Yunnan_Sanqiannian__Yun_Xiao_Zhi_Man_Youji,https://cdn.myanimelist.net/images/anime/1400/115558.jpg,OVA ONA SPECIAL,Kids,14661
Feifei De Hangye,26,https://myanimelist.net/anime/46157/Feifei_De_Hangye,https://cdn.myanimelist.net/images/anime/1398/115481.jpg,OVA ONA SPECIAL,Kids,14944
GG Dou,26,https://myanimelist.net/anime/47122/GG_Dou,https://cdn.myanimelist.net/images/anime/1940/115533.jpg,OVA ONA SPECIAL,Kids,15107
Hailuo Wan,130,https://myanimelist.net/anime/45687/Hailuo_Wan,https://cdn.myanimelist.net/images/anime/1230/115349.jpg,OVA ONA SPECIAL,Kids,15216
Hongse Chuanqi,6,https://myanimelist.net/anime/45834/Hongse_Chuanqi,https://cdn.myanimelist.net/images/anime/1231/115339.jpg,OVA ONA SPECIAL,Kids,15467
Jie Jie Xiong Yu Di Di Niao,26,https://myanimelist.net/anime/45690/Jie_Jie_Xiong_Yu_Di_Di_Niao,https://cdn.myanimelist.net/images/anime/1088/115442.jpg,OVA ONA SPECIAL,Kids,15677
Jin Mu Shui Huo Tu,40,https://myanimelist.net/anime/45761/Jin_Mu_Shui_Huo_Tu,https://cdn.myanimelist.net/images/anime/1602/115335.jpg,OVA ONA SPECIAL,Kids,15690
Ju Chong Gongyuan,52,https://myanimelist.net/anime/45702/Ju_Chong_Gongyuan,https://cdn.myanimelist.net/images/anime/1426/115334.jpg,OVA ONA SPECIAL,Kids,15720
Le Rong Long,30,https://myanimelist.net/anime/48059/Le_Rong_Long,https://cdn.myanimelist.net/images/anime/1700/115248.jpg,OVA ONA SPECIAL,Kids,16281
Maomao De Gushi,52,https://myanimelist.net/anime/45728/Maomao_De_Gushi,https://cdn.myanimelist.net/images/anime/1899/115450.jpg,OVA ONA SPECIAL,Kids,16440
Mofa KK: Shenmi Jingling Dao,26,https://myanimelist.net/anime/48112/Mofa_KK__Shenmi_Jingling_Dao,https://cdn.myanimelist.net/images/anime/1845/115371.jpg,OVA ONA SPECIAL,Kids,11792
Moguai Che Xiaodui,52,https://myanimelist.net/anime/48017/Moguai_Che_Xiaodui,https://cdn.myanimelist.net/images/anime/1621/115361.jpg,OVA ONA SPECIAL,Kids,11796
Qi Huan Ya Xian Bao,26,https://myanimelist.net/anime/45770/Qi_Huan_Ya_Xian_Bao,https://cdn.myanimelist.net/images/anime/1424/115453.jpg,OVA ONA SPECIAL,Kids,12537
Qi Yu Chengyu Gushi Guwu Pian,24,https://myanimelist.net/anime/48089/Qi_Yu_Chengyu_Gushi_Guwu_Pian,https://cdn.myanimelist.net/images/anime/1824/115369.jpg,OVA ONA SPECIAL,Kids,12539
Shikong Long Qishi,52,https://myanimelist.net/anime/48009/Shikong_Long_Qishi,https://cdn.myanimelist.net/images/anime/1268/115363.jpg,OVA ONA SPECIAL,Kids,12827
Tian You Fan Tong,40,https://myanimelist.net/anime/45861/Tian_You_Fan_Tong,https://cdn.myanimelist.net/images/anime/1855/115341.jpg,OVA ONA SPECIAL,Kids,13407
Tongsheng Tong Qi Kan Shijie,30,https://myanimelist.net/anime/46213/Tongsheng_Tong_Qi_Kan_Shijie,https://cdn.myanimelist.net/images/anime/1693/115482.jpg,OVA ONA SPECIAL,Kids,13479
Wang Er Shan,26,https://myanimelist.net/anime/46040/Wang_Er_Shan,https://cdn.myanimelist.net/images/anime/1192/115597.jpg,OVA ONA SPECIAL,Kids,13693
Wanhuatong Li De Shijie,20,https://myanimelist.net/anime/46277/Wanhuatong_Li_De_Shijie,https://cdn.myanimelist.net/images/anime/1034/115487.jpg,OVA ONA SPECIAL,Kids,13698
Xiang Shi Chuanshuo,13,https://myanimelist.net/anime/48045/Xiang_Shi_Chuanshuo,https://cdn.myanimelist.net/images/anime/1408/115365.jpg,OVA ONA SPECIAL,Kids,13827
Xiao Huli Faming Ji,52,https://myanimelist.net/anime/46328/Xiao_Huli_Faming_Ji,https://cdn.myanimelist.net/images/anime/1664/115501.jpg,OVA ONA SPECIAL,Kids,13835
Xiaomi De Senlin,16,https://myanimelist.net/anime/45812/Xiaomi_De_Senlin,https://cdn.myanimelist.net/images/anime/1516/115457.jpg,OVA ONA SPECIAL,Kids,13846
Xiaopin Yijia Ren: Baoxiao Xiaoyuan Pian,24,https://myanimelist.net/anime/48016/Xiaopin_Yijia_Ren__Baoxiao_Xiaoyuan_Pian,https://cdn.myanimelist.net/images/anime/1776/115362.jpg,OVA ONA SPECIAL,Kids,13847
Yin Cha: Guan Ai Shengming,52,https://myanimelist.net/anime/48118/Yin_Cha__Guan_Ai_Shengming,https://cdn.myanimelist.net/images/anime/1571/115517.jpg,OVA ONA SPECIAL,Kids,13944
Yinyue Qi Xia,52,https://myanimelist.net/anime/46310/Yinyue_Qi_Xia,https://cdn.myanimelist.net/images/anime/1387/115498.jpg,OVA ONA SPECIAL,Kids,13946
Yongzhe Xueyuan,26,https://myanimelist.net/anime/46293/Yongzhe_Xueyuan,https://cdn.myanimelist.net/images/anime/1691/115493.jpg,OVA ONA SPECIAL,Kids,13958
Yunlong Chuanqi: Jiulong Zhan Ji,26,https://myanimelist.net/anime/46375/Yunlong_Chuanqi__Jiulong_Zhan_Ji,https://cdn.myanimelist.net/images/anime/1829/115527.jpg,OVA ONA SPECIAL,Kids,14022
Daihao 12348,52,https://myanimelist.net/anime/48077/Daihao_12348,https://cdn.myanimelist.net/images/anime/1079/115368.jpg,OVA ONA SPECIAL,Kids,14738
Hibabe,26,https://myanimelist.net/anime/45916/Hibabe,https://cdn.myanimelist.net/images/anime/1998/115594.jpg,OVA ONA SPECIAL,Kids,15374
Huang Dao Lixian Ji: Luo Ke He Biancheng Mao,40,https://myanimelist.net/anime/45699/Huang_Dao_Lixian_Ji__Luo_Ke_He_Biancheng_Mao,https://cdn.myanimelist.net/images/anime/1527/115445.jpg,OVA ONA SPECIAL,Kids,15500
Hun Yuan,12,https://myanimelist.net/anime/45683/Hun_Yuan,https://cdn.myanimelist.net/images/anime/1400/115443.jpg,OVA ONA SPECIAL,Kids,15512
Huo Huo Tu,16,https://myanimelist.net/anime/48013/Huo_Huo_Tu,https://cdn.myanimelist.net/images/anime/1767/115360.jpg,OVA ONA SPECIAL,Kids,15516
Huo Xing Wa: Xue Han Zi,52,https://myanimelist.net/anime/45762/Huo_Xing_Wa__Xue_Han_Zi,https://cdn.myanimelist.net/images/anime/1161/115381.jpg,OVA ONA SPECIAL,Kids,15520
Huo Xing Wa: Yewai Da Maoxian,26,https://myanimelist.net/anime/45763/Huo_Xing_Wa__Yewai_Da_Maoxian,https://cdn.myanimelist.net/images/anime/1531/115382.jpg,OVA ONA SPECIAL,Kids,15521
Huo Xing Wa: Yi Zhi Bao,52,https://myanimelist.net/anime/45755/Huo_Xing_Wa__Yi_Zhi_Bao,https://cdn.myanimelist.net/images/anime/1512/115376.jpg,OVA ONA SPECIAL,Kids,15522
Huo Xing Wa: Yong Chuang Mo Jing Dao,52,https://myanimelist.net/anime/45757/Huo_Xing_Wa__Yong_Chuang_Mo_Jing_Dao,https://cdn.myanimelist.net/images/anime/1783/115378.jpg,OVA ONA SPECIAL,Kids,15524
Huo Yan Zhan Shi,53,https://myanimelist.net/anime/45758/Huo_Yan_Zhan_Shi,https://cdn.myanimelist.net/images/anime/1122/115452.jpg,OVA ONA SPECIAL,Kids,15526
Ji Gong,36,https://myanimelist.net/anime/45681/Ji_Gong,https://cdn.myanimelist.net/images/anime/1835/115345.jpg,OVA ONA SPECIAL,Kids,15662
Kala Yuedui,52,https://myanimelist.net/anime/45911/Kala_Yuedui,https://cdn.myanimelist.net/images/anime/1084/115350.jpg,OVA ONA SPECIAL,Kids,15826
Kexue Tansuo Zhi Qimiao Dili,80,https://myanimelist.net/anime/46142/Kexue_Tansuo_Zhi_Qimiao_Dili,https://cdn.myanimelist.net/images/anime/1172/115478.jpg,OVA ONA SPECIAL,Kids,15976
Ling Cao Xiao Zhanshi,26,https://myanimelist.net/anime/48107/Ling_Cao_Xiao_Zhanshi,https://cdn.myanimelist.net/images/anime/1807/115236.jpg,OVA ONA SPECIAL,Kids,16312
Long Wa,59,https://myanimelist.net/anime/45908/Long_Wa,https://cdn.myanimelist.net/images/anime/1180/115352.jpg,OVA ONA SPECIAL,Kids,16330
Mi Duo De Tuya Riji,30,https://myanimelist.net/anime/46172/Mi_Duo_De_Tuya_Riji,https://cdn.myanimelist.net/images/anime/1871/115600.jpg,OVA ONA SPECIAL,Kids,16520
Ni Hao! Bu Bu,52,https://myanimelist.net/anime/48094/Ni_Hao_Bu_Bu,https://cdn.myanimelist.net/images/anime/1412/115232.jpg,OVA ONA SPECIAL,Kids,12031
Oegyedwaeji Pipi,24,https://myanimelist.net/anime/48295/Oegyedwaeji_Pipi,https://cdn.myanimelist.net/images/anime/1212/115550.jpg,OVA ONA SPECIAL,Kids,12166
Qian Tongxing Jiazu,13,https://myanimelist.net/anime/47978/Qian_Tongxing_Jiazu,https://cdn.myanimelist.net/images/anime/1153/115357.jpg,OVA ONA SPECIAL,Kids,12540
Qimiao Mengjing,26,https://myanimelist.net/anime/46827/Qimiao_Mengjing,https://cdn.myanimelist.net/images/anime/1297/115510.jpg,OVA ONA SPECIAL,Kids,12546
Shougong Jie,52,https://myanimelist.net/anime/46307/Shougong_Jie,https://cdn.myanimelist.net/images/anime/1133/115496.jpg,OVA ONA SPECIAL,Kids,12933
Shuxue Huang Dao Lixian Ji,40,https://myanimelist.net/anime/45696/Shuxue_Huang_Dao_Lixian_Ji,https://cdn.myanimelist.net/images/anime/1114/115448.jpg,OVA ONA SPECIAL,Kids,12980
Suo Long Gu,12,https://myanimelist.net/anime/48043/Suo_Long_Gu,https://cdn.myanimelist.net/images/anime/1460/115367.jpg,OVA ONA SPECIAL,Kids,13187
Tonggu Chuanqi,26,https://myanimelist.net/anime/45707/Tonggu_Chuanqi,https://cdn.myanimelist.net/images/anime/1937/115331.jpg,OVA ONA SPECIAL,Kids,13478
Tuzi Bei Bei,52,https://myanimelist.net/anime/48022/Tuzi_Bei_Bei,https://cdn.myanimelist.net/images/anime/1829/115364.jpg,OVA ONA SPECIAL,Kids,13559
Wo Men De Jia Yuan,52,https://myanimelist.net/anime/45866/Wo_Men_De_Jia_Yuan,https://cdn.myanimelist.net/images/anime/1529/115343.jpg,OVA ONA SPECIAL,Kids,13759
Wu Buxiang,52,https://myanimelist.net/anime/45921/Wu_Buxiang,https://cdn.myanimelist.net/images/anime/1965/115596.jpg,OVA ONA SPECIAL,Kids,13778
Xiao Pu Lin Bian Bian Bian,12,https://myanimelist.net/anime/47060/Xiao_Pu_Lin_Bian_Bian_Bian,https://cdn.myanimelist.net/images/anime/1869/115512.jpg,OVA ONA SPECIAL,Kids,13838
Xiao Wan Pi,26,https://myanimelist.net/anime/46705/Xiao_Wan_Pi,https://cdn.myanimelist.net/images/anime/1996/115506.jpg,OVA ONA SPECIAL,Kids,13841
Xiong Bao Meishi Zhandui,26,https://myanimelist.net/anime/48090/Xiong_Bao_Meishi_Zhandui,https://cdn.myanimelist.net/images/anime/1349/115559.jpg,OVA ONA SPECIAL,Kids,13859
Zhihui Mima,52,https://myanimelist.net/anime/45769/Zhihui_Mima,https://cdn.myanimelist.net/images/anime/1087/115337.jpg,OVA ONA SPECIAL,Kids,14081
Guandong Sanbao Ji,26,https://myanimelist.net/anime/45816/Guandong_Sanbao_Ji,https://cdn.myanimelist.net/images/anime/1967/115338.jpg,OVA ONA SPECIAL,Kids,15186
Huo Xing Wa: Dazhan Ha Lou Guai,52,https://myanimelist.net/anime/45764/Huo_Xing_Wa__Dazhan_Ha_Lou_Guai,https://cdn.myanimelist.net/images/anime/1907/115384.jpg,OVA ONA SPECIAL,Kids,15517
Huo Xing Wa: Jiankang Chengzhang,52,https://myanimelist.net/anime/45756/Huo_Xing_Wa__Jiankang_Chengzhang,https://cdn.myanimelist.net/images/anime/1022/115377.jpg,OVA ONA SPECIAL,Kids,15518
Huo Xing Wa: Yinghan Leyuan - Nengliang Mofang,52,https://myanimelist.net/anime/45766/Huo_Xing_Wa__Yinghan_Leyuan_-_Nengliang_Mofang,https://cdn.myanimelist.net/images/anime/1425/115388.jpg,OVA ONA SPECIAL,Kids,15523
Huo Xing Wa: Yuzhou Yaoshi,52,https://myanimelist.net/anime/45759/Huo_Xing_Wa__Yuzhou_Yaoshi,https://cdn.myanimelist.net/images/anime/1543/115379.jpg,OVA ONA SPECIAL,Kids,15525
Ji Gong Chuanqi,5,https://myanimelist.net/anime/45682/Ji_Gong_Chuanqi,https://cdn.myanimelist.net/images/anime/1257/115346.jpg,OVA ONA SPECIAL,Kids,15663
Jiayou Baobei,50,https://myanimelist.net/anime/45679/Jiayou_Baobei,https://cdn.myanimelist.net/images/anime/1196/115314.jpg,OVA ONA SPECIAL,Kids,15673
Kuaile Chengzhang,38,https://myanimelist.net/anime/45684/Kuaile_Chengzhang,https://cdn.myanimelist.net/images/anime/1566/115347.jpg,OVA ONA SPECIAL,Kids,16174
Mo Di Qiyu Ji,26,https://myanimelist.net/anime/45904/Mo_Di_Qiyu_Ji,https://cdn.myanimelist.net/images/anime/1462/115353.jpg,OVA ONA SPECIAL,Kids,16601
Mu Mucun De Taoqi Chong Chong,52,https://myanimelist.net/anime/45790/Mu_Mucun_De_Taoqi_Chong_Chong,https://cdn.myanimelist.net/images/anime/1618/115456.jpg,OVA ONA SPECIAL,Kids,11865
Nainai Yu Xiao Xi,52,https://myanimelist.net/anime/46126/Nainai_Yu_Xiao_Xi,https://cdn.myanimelist.net/images/anime/1090/115598.jpg,OVA ONA SPECIAL,Kids,11914
Rubi Yoyo,52,https://myanimelist.net/anime/45660/Rubi_Yoyo,https://cdn.myanimelist.net/images/anime/1438/115311.jpg,OVA ONA SPECIAL,Kids,12628
Rubi Yoyo 2,52,https://myanimelist.net/anime/45661/Rubi_Yoyo_2,https://cdn.myanimelist.net/images/anime/1970/115312.jpg,OVA ONA SPECIAL,Kids,12629
Shenqi De Da Yunhe,52,https://myanimelist.net/anime/46949/Shenqi_De_Da_Yunhe,https://cdn.myanimelist.net/images/anime/1912/115641.jpg,OVA ONA SPECIAL,Kids,12805
Shuxue Huang Dao Lixian Ji 2,40,https://myanimelist.net/anime/45697/Shuxue_Huang_Dao_Lixian_Ji_2,https://cdn.myanimelist.net/images/anime/1339/115447.jpg,OVA ONA SPECIAL,Kids,12981
Tudou Xia,78,https://myanimelist.net/anime/45830/Tudou_Xia,https://cdn.myanimelist.net/images/anime/1569/115459.jpg,OVA ONA SPECIAL,Kids,13548
Wanpi De Kexue,84,https://myanimelist.net/anime/46940/Wanpi_De_Kexue,https://cdn.myanimelist.net/images/anime/1805/115640.jpg,OVA ONA SPECIAL,Kids,13701
Xiao Konglong Xungen Lixian Ji,52,https://myanimelist.net/anime/45706/Xiao_Konglong_Xungen_Lixian_Ji,https://cdn.myanimelist.net/images/anime/1426/115332.jpg,OVA ONA SPECIAL,Kids,13836
Xiaobudian,26,https://myanimelist.net/anime/45869/Xiaobudian,https://cdn.myanimelist.net/images/anime/1381/115342.jpg,OVA ONA SPECIAL,Kids,13845
Yu Qilin Gushi Hui: Jingdian Gushi Zong Dong Yuan,10,https://myanimelist.net/anime/45858/Yu_Qilin_Gushi_Hui__Jingdian_Gushi_Zong_Dong_Yuan,https://cdn.myanimelist.net/images/anime/1699/115592.jpg,OVA ONA SPECIAL,Kids,13984
Zhou Zhou Lu Zhi Meng,26,https://myanimelist.net/anime/48058/Zhou_Zhou_Lu_Zhi_Meng,https://cdn.myanimelist.net/images/anime/1682/115366.jpg,OVA ONA SPECIAL,Kids,14092
Genei wo Kakeru Taiyou,13,https://myanimelist.net/anime/17651/Genei_wo_Kakeru_Taiyou,https://cdn.myanimelist.net/images/anime/4/51071.jpg,Summer 2013,Magic,6582
Magic-Kyun! Renaissance,13,https://myanimelist.net/anime/33299/Magic-Kyun_Renaissance,https://cdn.myanimelist.net/images/anime/7/80828.jpg,Fall 2016,Music Magic Romance School,3588
Houkago no Pleiades (TV),12,https://myanimelist.net/anime/17919/Houkago_no_Pleiades_TV,https://cdn.myanimelist.net/images/anime/5/73434.jpg,Spring 2015,Magic Space,4997
Mahouka Koukou no Rettousei: Tsuioku-hen,?,https://myanimelist.net/anime/48375/Mahouka_Koukou_no_Rettousei__Tsuioku-hen,https://cdn.myanimelist.net/images/anime/1264/113057.jpg,OVA ONA SPECIAL,Sci-Fi Supernatural Magic,Unranked
Youjo Senki: Senkyou Houkoku,1,https://myanimelist.net/anime/34904/Youjo_Senki__Senkyou_Houkoku,https://cdn.myanimelist.net/images/anime/12/84328.jpg,OVA ONA SPECIAL,Military Magic,5688
Magical☆Star Kanon 100%,1,https://myanimelist.net/anime/17725/Magical☆Star_Kanon_100,https://cdn.myanimelist.net/images/anime/7/75235.jpg,OVA ONA SPECIAL,Magic Music Shounen,4657
Soushin Shoujo Matoi,12,https://myanimelist.net/anime/33668/Soushin_Shoujo_Matoi,https://cdn.myanimelist.net/images/anime/6/83224.jpg,Fall 2016,Supernatural Magic,4957
Blue Reflection Ray,24,https://myanimelist.net/anime/47639/Blue_Reflection_Ray,https://cdn.myanimelist.net/images/anime/1634/114551.jpg,Spring 2021,Magic School,10638
Nanatsu-iro★Drops,12,https://myanimelist.net/anime/1688/Nanatsu-iro★Drops,https://cdn.myanimelist.net/images/anime/12/18007.jpg,Summer 2007,Magic Romance School,3675
Bishoujo Senshi Sailor Moon SuperS Specials,3,https://myanimelist.net/anime/3076/Bishoujo_Senshi_Sailor_Moon_SuperS_Specials,https://cdn.myanimelist.net/images/anime/9/4619.jpg,OVA ONA SPECIAL,Magic Romance Shoujo,2078
Houkago no Pleiades,4,https://myanimelist.net/anime/9911/Houkago_no_Pleiades,https://cdn.myanimelist.net/images/anime/9/47741.jpg,OVA ONA SPECIAL,Magic,7891
Mahou Shoujo Taisen,26,https://myanimelist.net/anime/21421/Mahou_Shoujo_Taisen,https://cdn.myanimelist.net/images/anime/10/62221.jpg,Spring 2014,Magic,9397
Zetsumetsu Kigu Shoujo: Amazing Twins,2,https://myanimelist.net/anime/19953/Zetsumetsu_Kigu_Shoujo__Amazing_Twins,https://cdn.myanimelist.net/images/anime/7/57269.jpg,OVA ONA SPECIAL,Magic SliceofLife,6822
Legend of Regios,3,https://myanimelist.net/anime/6368/Legend_of_Regios,https://cdn.myanimelist.net/images/anime/2/22585.jpg,OVA ONA SPECIAL,Magic,6391
Hime Chen! Otogi Chikku Idol Lilpri,51,https://myanimelist.net/anime/8206/Hime_Chen_Otogi_Chikku_Idol_Lilpri,https://cdn.myanimelist.net/images/anime/6/71891.jpg,Spring 2010,Magic Shoujo,3807
Princess Lover!: Magical Knight Maria-chan,6,https://myanimelist.net/anime/8231/Princess_Lover__Magical_Knight_Maria-chan,https://cdn.myanimelist.net/images/anime/11/21291.jpg,OVA ONA SPECIAL,Magic Parody,9559
Magical Suite Prism Nana,7,https://myanimelist.net/anime/15407/Magical_Suite_Prism_Nana,https://cdn.myanimelist.net/images/anime/4/75803.jpg,OVA ONA SPECIAL,Magic,7820
Okusama wa Mahou Shoujo,13,https://myanimelist.net/anime/614/Okusama_wa_Mahou_Shoujo,https://cdn.myanimelist.net/images/anime/9/19126.jpg,Summer 2005,Magic Romance,7019
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,12,https://myanimelist.net/anime/10217/Kaitou_Tenshi_Twin_Angel__Kyun_Kyun☆Tokimeki_Paradise,https://cdn.myanimelist.net/images/anime/11/30254.jpg,Summer 2011,Magic,8401
Mahou Shoujo? Naria☆Girls,12,https://myanimelist.net/anime/33394/Mahou_Shoujo_Naria☆Girls,https://cdn.myanimelist.net/images/anime/9/80373.jpg,Summer 2016,Magic,11732
Aya to Majo,1,https://myanimelist.net/anime/42143/Aya_to_Majo,https://cdn.myanimelist.net/images/anime/1242/110170.jpg,OVA ONA SPECIAL,Magic,9976
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,1,https://myanimelist.net/anime/20187/Genei_wo_Kakeru_Taiyou__Fumikomenai_Kokoro,https://cdn.myanimelist.net/images/anime/5/53747.jpg,OVA ONA SPECIAL,Magic,7208
Mahou no Princess Minky Momo,63,https://myanimelist.net/anime/518/Mahou_no_Princess_Minky_Momo,https://cdn.myanimelist.net/images/anime/2/56747.jpg,Spring 1982,Magic Shoujo,4819
Hungry Days: Aoharu ka yo.,11,https://myanimelist.net/anime/35770/Hungry_Days__Aoharu_ka_yo,https://cdn.myanimelist.net/images/anime/1637/105124.jpg,OVA ONA SPECIAL,SliceofLife Magic Romance,7668
Kaitou Tenshi Twin Angel,2,https://myanimelist.net/anime/3805/Kaitou_Tenshi_Twin_Angel,https://cdn.myanimelist.net/images/anime/12/10017.jpg,OVA ONA SPECIAL,Magic,8563
Moon Pride,1,https://myanimelist.net/anime/25375/Moon_Pride,https://cdn.myanimelist.net/images/anime/11/64765.jpg,OVA ONA SPECIAL,Music Supernatural Magic Romance,4390
Kyoto Animation: Ajisai-hen,1,https://myanimelist.net/anime/13259/Kyoto_Animation__Ajisai-hen,https://cdn.myanimelist.net/images/anime/10/78122.jpg,OVA ONA SPECIAL,Magic,9968
Kimi ni Maji Kyun!,1,https://myanimelist.net/anime/32202/Kimi_ni_Maji_Kyun,https://cdn.myanimelist.net/images/anime/13/80048.jpg,OVA ONA SPECIAL,Magic Music Romance School,5409
6HP (Six Hearts Princess),?,https://myanimelist.net/anime/29643/6HP_Six_Hearts_Princess,https://cdn.myanimelist.net/images/anime/13/72448.jpg,OVA ONA SPECIAL,Magic,8709
Kiratto Pri☆chan,51,https://myanimelist.net/anime/37178/Kiratto_Pri☆chan,https://cdn.myanimelist.net/images/anime/1628/95071.jpg,Spring 2018,Music SliceofLife Magic Shoujo,3891
Lan Mo de Hua,9,https://myanimelist.net/anime/36185/Lan_Mo_de_Hua,https://cdn.myanimelist.net/images/anime/3/87403.jpg,OVA ONA SPECIAL,Magic Romance School,5958
6♥Princess,1,https://myanimelist.net/anime/20913/6♥Princess,https://cdn.myanimelist.net/images/anime/12/55347.jpg,OVA ONA SPECIAL,Magic Music,10147
Bai Ye Ling Long,25,https://myanimelist.net/anime/37740/Bai_Ye_Ling_Long,https://cdn.myanimelist.net/images/anime/1269/93787.jpg,OVA ONA SPECIAL,Magic Romance School Shoujo,6273
Mai-Otome Zwei Special,1,https://myanimelist.net/anime/6199/Mai-Otome_Zwei_Special,https://cdn.myanimelist.net/images/anime/9/13750.jpg,OVA ONA SPECIAL,Magic,5110
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,1,https://myanimelist.net/anime/35458/Soushin_Shoujo_Matoi__Kabushiki_Gaisha_Knight_Busters,https://cdn.myanimelist.net/images/anime/3/85472.jpg,OVA ONA SPECIAL,Magic Supernatural,5766
Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,1,https://myanimelist.net/anime/12101/Mahou_Shoujo_Lyrical_Nanoha__Lyrical_Toy_Box,https://cdn.myanimelist.net/images/anime/9/34203.jpg,OVA ONA SPECIAL,Magic Music,9396
Majokko Megu-chan,72,https://myanimelist.net/anime/3388/Majokko_Megu-chan,https://cdn.myanimelist.net/images/anime/4/53681.jpg,Spring 1974,Magic Shoujo,5211
"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",1,https://myanimelist.net/anime/34538/Soushin_Shoujo_Matoi__Yuma-chin_Matomemashita_-_Nanimo_Kitenakute_Natsu,https://cdn.myanimelist.net/images/anime/10/83569.jpg,OVA ONA SPECIAL,Magic Supernatural,9271
Hitotsubu ni Kawaranu Ai wo Komete,1,https://myanimelist.net/anime/18953/Hitotsubu_ni_Kawaranu_Ai_wo_Komete,https://cdn.myanimelist.net/images/anime/3/50809.jpg,OVA ONA SPECIAL,Magic SliceofLife,8560
Himitsu no Akko-chan,94,https://myanimelist.net/anime/3285/Himitsu_no_Akko-chan,https://cdn.myanimelist.net/images/anime/10/5225.jpg,Winter 1969,Magic School Shoujo,7066
Houkago no Pleiades: Manner Movie,1,https://myanimelist.net/anime/10710/Houkago_no_Pleiades__Manner_Movie,https://cdn.myanimelist.net/images/anime/11/29512.jpg,OVA ONA SPECIAL,Magic,10643
Mahou no Princess Minky Momo: Yume wo Dakishimete,62,https://myanimelist.net/anime/5953/Mahou_no_Princess_Minky_Momo__Yume_wo_Dakishimete,https://cdn.myanimelist.net/images/anime/11/13201.jpg,Fall 1991,Magic Shoujo,5414
Mahou no Angel Sweet Mint,47,https://myanimelist.net/anime/2040/Mahou_no_Angel_Sweet_Mint,https://cdn.myanimelist.net/images/anime/4/26109.jpg,Spring 1990,Magic Shoujo,6068
